id;categoria;tema;dificuldade;cenario;pergunta;alternativa_a;alternativa_b;alternativa_c;alternativa_d;resposta_correta;explicacao;sinal_de_risco;nivel_alerta;pontos;tempo_segundos;ativo
115;Engenharia social;Porta aberta;Difícil;Você está analisando uma solicitação: uma pessoa tenta entrar junto com colaboradores dizendo que esqueceu o crachá.;Qual decisão demonstra melhor comportamento de segurança?;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Não liberar a entrada e acionar recepção ou segurança.;Confiar apenas no nome exibido na mensagem.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: tailgating e ausência de identificação.;tailgating e ausência de identificação;Alerta Vermelho;20;60;sim
116;Engenharia social;Código por telefone;Fácil;Atendente pede o código MFA recebido no seu celular para concluir manutenção.;Qual é a atitude mais segura nessa situação?;Nunca informar códigos MFA e reportar o contato como suspeito.;Confirmar códigos recebidos no celular para o atendente.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de código de autenticação.;pedido de código de autenticação;Alerta Amarelo;10;35;sim
117;Engenharia social;Código por telefone;Médio;No ambiente corporativo, atendente pede o código MFA recebido no seu celular para concluir manutenção.;Antes de seguir, qual ação reduz melhor o risco?;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;Nunca informar códigos MFA e reportar o contato como suspeito.;Compartilhar as informações pedidas para ganhar tempo.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de código de autenticação.;pedido de código de autenticação;Alerta Laranja;15;45;sim
118;Engenharia social;Código por telefone;Médio;Durante a rotina de trabalho, atendente pede o código MFA recebido no seu celular para concluir manutenção.;Qual resposta mantém o processo corporativo seguro?;Nunca informar códigos MFA e reportar o contato como suspeito.;Compartilhar as informações pedidas para ganhar tempo.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de código de autenticação.;pedido de código de autenticação;Alerta Laranja;15;45;sim
119;Engenharia social;Código por telefone;Difícil;Em um atendimento interno, atendente pede o código MFA recebido no seu celular para concluir manutenção.;O que o colaborador deve fazer para evitar o golpe?;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;Nunca informar códigos MFA e reportar o contato como suspeito.;Assumir que é seguro porque a mensagem parece profissional.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de código de autenticação.;pedido de código de autenticação;Alerta Vermelho;20;60;sim
120;Engenharia social;Código por telefone;Difícil;Você está analisando uma solicitação: atendente pede o código MFA recebido no seu celular para concluir manutenção.;Qual decisão demonstra melhor comportamento de segurança?;Nunca informar códigos MFA e reportar o contato como suspeito.;Assumir que é seguro porque a mensagem parece profissional.;Acreditar porque a pessoa sabe nomes internos da empresa.;Passar dados por telefone para resolver mais rápido.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pedido de código de autenticação.;pedido de código de autenticação;Alerta Vermelho;20;60;sim
121;Engenharia social;Pressão emocional;Fácil;Mensagem diz que um cliente será prejudicado se você não enviar dados agora.;Qual é a atitude mais segura nessa situação?;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Pausar, validar o caso no sistema oficial e envolver o gestor responsável.;Fazer o procedimento fora do canal corporativo autorizado.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pressão emocional para quebrar processo.;pressão emocional para quebrar processo;Alerta Amarelo;10;35;sim
122;Engenharia social;Pressão emocional;Médio;No ambiente corporativo, mensagem diz que um cliente será prejudicado se você não enviar dados agora.;Antes de seguir, qual ação reduz melhor o risco?;Pausar, validar o caso no sistema oficial e envolver o gestor responsável.;Fazer o procedimento fora do canal corporativo autorizado.;Assumir que é seguro porque a mensagem parece profissional.;Acreditar porque a pessoa sabe nomes internos da empresa.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pressão emocional para quebrar processo.;pressão emocional para quebrar processo;Alerta Laranja;15;45;sim
123;Engenharia social;Pressão emocional;Médio;Durante a rotina de trabalho, mensagem diz que um cliente será prejudicado se você não enviar dados agora.;Qual resposta mantém o processo corporativo seguro?;Acreditar porque a pessoa sabe nomes internos da empresa.;Passar dados por telefone para resolver mais rápido.;Pausar, validar o caso no sistema oficial e envolver o gestor responsável.;Liberar entrada porque a pessoa parece estar com pressa.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pressão emocional para quebrar processo.;pressão emocional para quebrar processo;Alerta Laranja;15;45;sim
124;Engenharia social;Pressão emocional;Difícil;Em um atendimento interno, mensagem diz que um cliente será prejudicado se você não enviar dados agora.;O que o colaborador deve fazer para evitar o golpe?;Pausar, validar o caso no sistema oficial e envolver o gestor responsável.;Liberar entrada porque a pessoa parece estar com pressa.;Enviar print de tela para ajudar o suposto suporte.;Confirmar códigos recebidos no celular para o atendente.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pressão emocional para quebrar processo.;pressão emocional para quebrar processo;Alerta Vermelho;20;60;sim
125;Engenharia social;Pressão emocional;Difícil;Você está analisando uma solicitação: mensagem diz que um cliente será prejudicado se você não enviar dados agora.;Qual decisão demonstra melhor comportamento de segurança?;Confirmar códigos recebidos no celular para o atendente.;Responder rapidamente para não atrasar a operação.;Pausar, validar o caso no sistema oficial e envolver o gestor responsável.;Executar o pedido e revisar a segurança depois.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: pressão emocional para quebrar processo.;pressão emocional para quebrar processo;Alerta Vermelho;20;60;sim
126;Engenharia social;Falso auditor;Fácil;Alguém diz ser auditor e exige relatórios confidenciais sem documentação formal.;Qual é a atitude mais segura nessa situação?;Solicitar documentação e autorização interna antes de compartilhar qualquer relatório.;Passar dados por telefone para resolver mais rápido.;Liberar entrada porque a pessoa parece estar com pressa.;Enviar print de tela para ajudar o suposto suporte.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: autoridade sem comprovação formal.;autoridade sem comprovação formal;Alerta Amarelo;10;35;sim
127;Engenharia social;Falso auditor;Médio;No ambiente corporativo, alguém diz ser auditor e exige relatórios confidenciais sem documentação formal.;Antes de seguir, qual ação reduz melhor o risco?;Enviar print de tela para ajudar o suposto suporte.;Confirmar códigos recebidos no celular para o atendente.;Solicitar documentação e autorização interna antes de compartilhar qualquer relatório.;Responder rapidamente para não atrasar a operação.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: autoridade sem comprovação formal.;autoridade sem comprovação formal;Alerta Laranja;15;45;sim
128;Engenharia social;Falso auditor;Médio;Durante a rotina de trabalho, alguém diz ser auditor e exige relatórios confidenciais sem documentação formal.;Qual resposta mantém o processo corporativo seguro?;Solicitar documentação e autorização interna antes de compartilhar qualquer relatório.;Responder rapidamente para não atrasar a operação.;Executar o pedido e revisar a segurança depois.;Ignorar o fluxo oficial porque parece uma solicitação simples.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: autoridade sem comprovação formal.;autoridade sem comprovação formal;Alerta Laranja;15;45;sim
129;Engenharia social;Falso auditor;Difícil;Em um atendimento interno, alguém diz ser auditor e exige relatórios confidenciais sem documentação formal.;O que o colaborador deve fazer para evitar o golpe?;Ignorar o fluxo oficial porque parece uma solicitação simples.;Compartilhar as informações pedidas para ganhar tempo.;Solicitar documentação e autorização interna antes de compartilhar qualquer relatório.;Confiar apenas no nome exibido na mensagem.;C;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: autoridade sem comprovação formal.;autoridade sem comprovação formal;Alerta Vermelho;20;60;sim
130;Engenharia social;Falso auditor;Difícil;Você está analisando uma solicitação: alguém diz ser auditor e exige relatórios confidenciais sem documentação formal.;Qual decisão demonstra melhor comportamento de segurança?;Solicitar documentação e autorização interna antes de compartilhar qualquer relatório.;Confiar apenas no nome exibido na mensagem.;Encaminhar o caso para um colega resolver sem registrar.;Fazer o procedimento fora do canal corporativo autorizado.;A;A opção correta reduz o risco porque mantém a validação no canal autorizado e evita ação impulsiva. O principal sinal de alerta é: autoridade sem comprovação formal.;autoridade sem comprovação formal;Alerta Vermelho;20;60;sim
